Restaurant_id,Name,Rating,cusines,delivery_review_number,location,Longitude,Latitude,Restaurant_link
655,Chai Point,3.9,"Tea, Beverages, Shake, Fast Food, Rolls, Desserts, Coffee",927,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/chai-point-5-indiranagar-bangalore/order
656,Kanti Sweets,4.5,"Mithai, Street Food",1752,"Banaswadi, Bangalore",77.6518539,13.0141618,https://www.zomato.com/bangalore/kanti-sweets-banaswadi/order
657,Chicken House,3.8,"Rolls, Chinese, North Indian, Seafood, Mughlai, Biryani",234,"RT Nagar, Bangalore",77.595715,13.0227204,https://www.zomato.com/bangalore/chicken-house-rt-nagar-bangalore/order
658,A2B - Adyar Ananda Bhavan,3.9,"South Indian, Street Food, North Indian, Chinese, Fast Food, Beverages, Desserts",3605,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-rajajinagar-bangalore/order
659,Taco Bell,4.1,"Mexican, Fast Food, Wraps, Beverages",256,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/taco-bell-new-bel-road-bangalore/order
660,Polar Bear,4.4,"Ice Cream, Beverages, Shake",6794,"Koramangala 6th Block, Bangalore",77.6238477,12.9390255,https://www.zomato.com/bangalore/polar-bear-1-koramangala-6th-block/order
661,Domino's Pizza,4.3,"Pizza, Fast Food, Desserts, Beverages",9420,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/dominos-pizza-banashankari/order
662,Onesta,3.6,"Pizza, Pasta, Fast Food, Sandwich, Beverages, Desserts",12100,"Koramangala 5th Block, Bangalore",77.6189768,12.9348429,https://www.zomato.com/bangalore/onesta-koramangala-5th-block-bangalore/order
663,Upahara Darshini,4.1,"South Indian, North Indian, Fast Food, Street Food, Ice Cream, Beverages, Chinese",1970,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/upahara-darshini-1-jayanagar-bangalore/order
664,Onesta,3.6,"Pizza, Pasta, Fast Food, Sandwich, Beverages, Desserts",14600,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/onesta-marathahalli/order
665,La Pino'z Pizza,3.9,"Pizza, Fast Food",22100,"Koramangala 4th Block, Bangalore",77.6294052,12.9327778,https://www.zomato.com/bangalore/la-pinoz-pizza-koramangala-4th-block-bangalore/order
666,Paratha Club,3.3,"North Indian, Chinese",2743,"Nagawara, Bangalore",77.6209093,13.0431413,https://www.zomato.com/bangalore/paratha-club-nagawara-bangalore/order
667,Kapoor's Cafe,4,"North Indian, Beverages, Desserts",4759,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/kapoors-cafe-hsr/order
668,Pizza@99,3.5,Pizza,860,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/pizza@99-whitefield-bangalore/order
669,Sri Lakshmi Vaibhav,4,"South Indian, North Indian, Chinese, Street Food, Beverages, Desserts",18500,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/sri-lakshmi-vaibhav-whitefield-bangalore/order
670,Meghana Foods,4.4,"Biryani, Andhra, North Indian, Seafood",17700,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/meghana-foods-bannerghatta-road-bangalore/order
671,A2B - Adyar Ananda Bhavan,3.8,"South Indian, North Indian, Street Food, Fast Food, Chinese",8537,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-sarjapur-road-bangalore/order
672,Vijayalakshmi,4,"South Indian, Chinese, North Indian, Sichuan",26200,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/vijayalakshmi-basavanagudi-bangalore/order
673,Paakashala,4,"South Indian, Street Food, Chinese, Fast Food, Ice Cream, Beverages",4947,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/paakashala-new-bel-road-bangalore/order
674,California Burrito,4.2,"Mexican, Fast Food, Beverages",2342,"Orion East, Banaswadi, Bangalore",77.6326036,13.0015639,https://www.zomato.com/bangalore/california-burrito-hbr-layout-bangalore/order
675,Al-Bek,3.9,"Mughlai, Arabian, North Indian, Chinese, Sichuan",48000,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/al-bek-jp-nagar-bangalore/order
676,Domino's Pizza,3.7,"Pizza, Fast Food, Desserts, Beverages",17400,"Koramangala 6th Block, Bangalore",77.6238477,12.9390255,https://www.zomato.com/bangalore/dominos-pizza-koramangala-6th-block/order
677,A2B - Adyar Ananda Bhavan,4.1,"South Indian, Street Food, North Indian, Chinese, Fast Food, Beverages, Desserts",2025,"Ulsoor, Bangalore",77.6246697,12.9778793,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-ulsoor-bangalore/order
678,Anjappar,3.7,"South Indian, Chettinad, Biryani, Seafood, Chinese, North Indian, Desserts, Beverages",4039,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/anjappar-hsr/order
679,Big Bowl Company,3.6,"North Indian, Chinese, Biryani, Fast Food, Momos, Sichuan",990,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/big-bowl-company-hsr-bangalore/order
680,Samosa Party,4.2,"Street Food, Tea",1494,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/samosa-party-1-bellandur-bangalore/order
681,Onesta,3.8,"Pizza, Pasta, Fast Food, Sandwich, Beverages, Desserts",3025,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/onesta-indiranagar-bangalore/order
682,Nadan Pothichoru,3.7,"Kerala, South Indian, Beverages",2196,"Koramangala 7th Block, Bangalore",77.6134783,12.9364846,https://www.zomato.com/bangalore/nadan-pothichoru-koramangala-7th-block-bangalore/order
683,Dindigul Thalappakatti,4,"Biryani, North Indian, South Indian, Chinese, Seafood, Beverages",2263,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/dindigul-thalappakatti-new-bel-road-bangalore/order
684,Kabab Factory,4.1,"Biryani, Kebab, Chinese, North Indian, South Indian, Rolls",27000,"Nagarbhavi, Bangalore",77.51126721,12.95961755,https://www.zomato.com/bangalore/kabab-factory-nagarbhavi/order
685,Burger King,4,"Burger, Fast Food, Beverages, Desserts",25100,"Kammanahalli, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/burger-king-kammanahalli/order
686,Sri Jayadurga Biryani,3.6,"Biryani, Andhra",65700,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/sri-jayadurga-biryani-marathahalli-bangalore/order
687,KFC,3.7,"Burger, Fast Food, Biryani, Desserts, Beverages",9867,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/kfc-indiranagar/order
688,Bengali Fun Foods,4,"Bengali, North Indian, Biryani, Rolls",16500,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/bengali-fun-foods-btm-bangalore/order
689,Pizza Hut,3.6,"Pizza, Fast Food, Desserts, Beverages",1972,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/pizza-hut-1-hsr-bangalore/order
690,Natural Ice Cream,4.6,"Ice Cream, Beverages",2793,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/natural-ice-cream-hsr-bangalore/order
691,Puliyogare Point,4.3,"South Indian, Desserts",33200,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/puliyogare-point-basavanagudi/order
692,Amma's Pastries,4.3,Bakery,82,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/ammas-pastries-2-jayanagar-bangalore/order
693,Falahaar & Kota Kachori,4.1,"North Indian, Rajasthani, Fast Food, Street Food, Mithai, Beverages",4070,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/falahaar-kota-kachori-indiranagar-bangalore/order
694,Onesta,3.5,"Pizza, Pasta, Fast Food, Sandwich, Beverages, Desserts",1576,"Royal Meenakshi Mall, Bannerghatta Road, Bangalore",77.59554297,12.8756837,https://www.zomato.com/bangalore/onesta-bannerghatta-road-bangalore/order
695,Onesta,3.7,"Pizza, Pasta, Fast Food, Sandwich, Beverages, Desserts",9682,"Kammanahalli, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/onesta-kammanahalli/order
696,Meat and Eat,3.9,"Burger, Sandwich, Fast Food, Wraps, Biryani, Beverages, Desserts",1453,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/meat-and-eat-whitefield/order
697,Faasos - Wraps & Rolls,4,"Rolls, Wraps, Fast Food",729,"Shanti Nagar, Bangalore",77.5979099,12.9575547,https://www.zomato.com/bangalore/faasos-wraps-rolls-shanti-nagar-bangalore/order
698,CakeZone,3.9,"Bakery, Ice Cream",5831,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/cakezone-btm-bangalore/order
699,Subway,4.1,"Healthy Food, Fast Food, Sandwich, Salad, Beverages, Wraps",3984,"Koramangala 5th Block, Bangalore",77.6189768,12.9348429,https://www.zomato.com/bangalore/subway-koramangala-5th-block-bangalore/order
700,Manthara Kabab Magic,3.7,"North Indian, Kebab, Hyderabadi, Mughlai, Chinese, Rolls",11400,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/manthara-kabab-magic-marathahalli-bangalore/order
701,California Burrito,4.1,"Mexican, Fast Food, Beverages",4433,"Ascendas Park Square, Whitefield, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/california-burrito-whitefield-bangalore/order
702,BOX8 - Desi Meals,4,"North Indian, Wraps, Fast Food, Biryani, Desserts, Beverages",12700,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/box8-desi-meals-sarjapur-road-bangalore/order
703,Paradise Biryani,3.7,"Biryani, North Indian, Kebab",19700,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/paradise-biryani-electronic-city-bangalore/order
704,Anna Kuteera,4.1,"South Indian, North Indian, Chinese, Shake, Ice Cream, Beverages",10200,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/anna-kuteera-1-banashankari/order
705,Recipe,4,"North Indian, Chinese, Mughlai, Biryani, Sichuan",40100,"Kumaraswamy Layout, Bangalore",77.5553179,12.9081487,https://www.zomato.com/bangalore/recipe-kumaraswamy-layout/order
706,Five Star Chicken,3.7,"Roast Chicken, Burger, Fast Food, Wraps",993,"Basaveshwara Nagar, Bangalore",77.5394749,12.9931607,https://www.zomato.com/bangalore/five-star-chicken-basaveshwara-nagar-bangalore/order
707,Polar Bear,4.5,"Ice Cream, Beverages, Shake",1127,"Frazer Town, Bangalore",77.6130165,12.996845,https://www.zomato.com/bangalore/polar-bear-frazer-town-bangalore/order
708,Sharief Bhai,3.9,"Biryani, Mughlai, Kebab, Afghan, Street Food, Beverages, Desserts",6844,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/sharief-bhai-3-jp-nagar-bangalore/order
709,Nandhini Deluxe,4.1,"Andhra, Biryani, South Indian, North Indian, Chinese, Mughlai, Desserts, Beverages",3159,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/nandhini-deluxe-2-jayanagar-bangalore/order
710,Domino's Pizza,4.2,"Pizza, Fast Food, Desserts, Beverages",10500,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/dominos-pizza-jayanagar/order
711,Domino's Pizza,4,"Pizza, Fast Food, Desserts, Beverages",9632,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/dominos-pizza-1-hsr/order
712,EatFit,4.1,"Healthy Food, North Indian, Pizza, Burger, Pasta, Biryani, Chinese, Beverages",86400,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/eatfit-hsr-bangalore/order
713,Sardarji Londonwaley,3.4,"North Indian, Chinese, Mughlai",5900,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/sardarji-londonwaley-rajajinagar-bangalore/order
714,Empire Restaurant,4.1,"North Indian, Biryani, Kebab, Chinese, South Indian, Mughlai, Beverages",24100,"Brigade Road, Bangalore",77.6074716,12.9736132,https://www.zomato.com/bangalore/empire-restaurant-1-brigade-road/order
715,Ambur Star Briyani Since 1890,4.3,"Biryani, Chettinad, Chinese, North Indian",2326,"Kammanahalli, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/ambur-star-briyani-since-1890-kammanahalli-bangalore/order
716,McDonald's,4.2,"Burger, Fast Food, Beverages",8074,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/mcdonalds-new-bel-road/order
717,Star Karnataka Biriyani Paradise,3.7,"Biryani, Chinese",1189,"Vijay Nagar, Bangalore",77.61250656,12.96591365,https://www.zomato.com/bangalore/star-karnataka-biriyani-paradise-vijay-nagar-bangalore/order
718,KFC,4,"Burger, Fast Food, Biryani, Desserts, Beverages",16200,"Royal Meenakshi Mall, Bannerghatta Road, Bangalore",77.59554297,12.8756837,https://www.zomato.com/bangalore/kfc-bannerghatta-road/order
719,Ambur Biryani Point,4.2,Biryani,18200,"Koramangala 1st Block, Bangalore",77.6308832,12.9275886,https://www.zomato.com/bangalore/ambur-biryani-point-koramangala-1st-block/order
720,Faasos - Wraps & Rolls,4,"Rolls, Wraps, Fast Food",6591,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/faasos-wraps-rolls-rajajinagar-bangalore/order
721,EatFit,4.1,"Healthy Food, North Indian, Pizza, Burger, Pasta, Biryani, Chinese, Beverages",51900,"Koramangala 6th Block, Bangalore",77.6238477,12.9390255,https://www.zomato.com/bangalore/eatfit-koramangala-6th-block-bangalore/order
722,Roti Wala. Com,4.1,"North Indian, Street Food, Healthy Food, Desserts",40500,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/roti-wala-com-btm-bangalore/order
723,BOX8 - Desi Meals,4.3,"North Indian, Wraps, Fast Food, Biryani, Desserts, Beverages",513,"Shanti Nagar, Bangalore",77.5979099,12.9575547,https://www.zomato.com/bangalore/box8-desi-meals-shanti-nagar-bangalore/order
724,"Frozen Bottle - Milkshakes, Desserts and Ice Cream",4.1,"Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food",779,"Brigade Road, Bangalore",77.6074716,12.9736132,https://www.zomato.com/bangalore/frozen-bottle-milkshakes-desserts-and-ice-cream-brigade-road-bangalore/order
725,T’s 21 Spice Biryani,4,"Biryani, Andhra",1884,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/ts-21-spice-biryani-indiranagar-bangalore/order
726,EatFit,4.1,"Healthy Food, North Indian, Pizza, Burger, Pasta, Biryani, Chinese, Beverages",68600,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/eatfit-sarjapur-road-bangalore/order
727,Pizza Hut,3.9,"Pizza, Fast Food, Desserts, Beverages",4209,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/pizza-hut-4-banashankari/order
728,La Pino'z Pizza,3.7,"Pizza, Italian, Pasta, Fast Food",3403,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/la-pinoz-pizza-bellandur-bangalore/order
729,Andhra Gunpowder,4,"Andhra, Biryani, South Indian, Desserts, Beverages, Hyderabadi",328,"Seshadripuram, Bangalore",77.5753419,12.9931876,https://www.zomato.com/bangalore/andhra-gunpowder-seshadripuram-bangalore/order
730,Nandhana Palace,4,"Biryani, Andhra, North Indian, Chinese, Mughlai, South Indian, Desserts, Beverages",5193,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/nandhana-palace-electronic-city-bangalore/order
731,Imperio Restaurant,3.6,"North Indian, Biryani, Arabian, Chinese, Kebab, Beverages, Juices, Sichuan",6882,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/imperio-restaurant-2-rajajinagar-bangalore/order
732,Wendy's,3.6,"Burger, Fast Food, American",942,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/wendys-sarjapur-road-bangalore/order
733,Al-Bek,4,"Mughlai, Arabian, North Indian, Chinese",31800,"Varthur Main Road, Whitefield, Bangalore",77.7471103,12.9413238,https://www.zomato.com/bangalore/al-bek-varthur-main-road-whitefield-bangalore/order
734,Vijayalakshmi Veg,3.9,"South Indian, Chinese, North Indian, Sichuan",10100,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/vijayalakshmi-veg-jayanagar/order
735,McDonald's,4.2,"Burger, Fast Food, Beverages",8237,"Ascendas Park Square, Whitefield, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/mcdonalds-1-whitefield/order
736,Amma's Pastries,4.5,Bakery,744,"Malleshwaram, Bangalore",77.5703253,13.0027353,https://www.zomato.com/bangalore/ammas-pastries-malleshwaram/order
737,Empire Restaurant,4.1,"North Indian, Biryani, Kebab, Chinese, South Indian, Mughlai, Beverages",69600,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/empire-restaurant-rajajinagar-bangalore/order
738,Biryani Trip - Destination Hyderabad,4,"Biryani, Mughlai, Hyderabadi",131,"Seshadripuram, Bangalore",77.5753419,12.9931876,https://www.zomato.com/bangalore/biryani-trip-destination-hyderabad-seshadripuram-bangalore/order
739,Hyderabadi Handi Biryani,3.7,"Andhra, Biryani, Chinese, North Indian",4748,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/hyderabadi-handi-biryani-whitefield-bangalore/order
740,Asha Food Camp,4.3,"South Indian, Chinese, North Indian, Fast Food, Beverages, Ice Cream, Desserts",1922,"Malleshwaram, Bangalore",77.5703253,13.0027353,https://www.zomato.com/bangalore/asha-food-camp-malleshwaram/order
741,Punjab On Cloud,3.5,"North Indian, Chinese, Biryani, Beverages",585,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/punjab-on-cloud-whitefield-bangalore/order
742,EasyBites by Empire,3.9,"Burger, Fast Food, Beverages",1876,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/easybites-by-empire-rajajinagar-bangalore/order
743,T’s 21 Spice Biryani,4.1,"Biryani, Andhra",2352,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/ts-21-spice-biryani-jp-nagar-bangalore/order
744,Biryani By Kilo,4,"Biryani, Hyderabadi, North Indian, Kebab, Mughlai, Desserts",2542,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/biryani-by-kilo-whitefield-bangalore/order
745,Pizza Hut,3.8,"Pizza, Fast Food, Desserts, Beverages",3773,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/pizza-hut-btm/order
746,Burger King,4.1,"Burger, Fast Food, Beverages, Desserts",28700,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/burger-king-new-bel-road/order
747,Asha Food Camp,4.2,"South Indian, Chinese, North Indian, Fast Food, Beverages, Ice Cream, Desserts",1041,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/asha-food-camp-rajajinagar/order
748,Onesta,3.7,"Pizza, Pasta, Fast Food, Sandwich, Beverages, Desserts",1349,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/onesta-1-brookefield-bangalore/order
